"행정구역","2022년05월_계_총인구수","2022년05월_계_연령구간인구수","2022년05월_계_0세"
"경기도 수원시 장안구 율천동(4111156600)","42,185","209","209"
"경기도 수원시 장안구 정자1동(4111157100)","28,638","105","105"
"경기도 수원시 장안구 정자2동(4111157200)","36,807","209","209"
"경기도 수원시 장안구 정자3동(4111157300)","40,930","134","134"
"경기도 수원시 장안구 영화동(4111158000)","19,776","59","59"
"경기도 수원시 장안구 송죽동(4111159100)","19,283","69","69"
"경기도 수원시 장안구 조원1동(4111159700)","28,089","78","78"
"경기도 수원시 장안구 조원2동(4111159800)","18,263","68","68"
"경기도 수원시 장안구 연무동(4111160000)","15,834","46","46"
"경기도 수원시 권선구 (4111300000)","369,217","2,034","2,034"
"경기도 수원시 권선구 세류1동(4111352000)","9,969","73","73"
"경기도 수원시 권선구 세류2동(4111353000)","23,681","82","82"
"경기도 수원시 권선구 세류3동(4111354000)","18,613","53","53"
"경기도 수원시 권선구 평동(4111355000)","40,019","226","226"
"경기도 수원시 권선구 서둔동(4111356000)","37,802","140","140"
"경기도 수원시 권선구 구운동(4111365000)","24,123","83","83"
"경기도 수원시 권선구 금곡동(4111366200)","45,280","263","263"
"경기도 수원시 권선구 호매실동(4111366400)","45,858","390","390"
"경기도 수원시 권선구 권선1동(4111367000)","24,652","107","107"
"경기도 수원시 권선구 권선2동(4111368000)","47,832","297","297"
"경기도 수원시 권선구 곡선동(4111369000)","35,056","229","229"
"경기도 수원시 권선구 입북동(4111370000)","16,332","91","91"
"경기도 수원시 팔달구 (4111500000)","181,280","848","848"
"경기도 수원시 팔달구 매교동(4111565000)","5,842","29","29"
"경기도 수원시 팔달구 매산동(4111566000)","10,207","41","41"
"경기도 수원시 팔달구 고등동(4111567000)","20,255","144","144"
"경기도 수원시 팔달구 화서1동(4111568000)","22,331","108","108"
"경기도 수원시 팔달구 화서2동(4111569000)","25,512","165","165"
"경기도 수원시 팔달구 지동(4111570000)","10,406","14","14"
"경기도 수원시 팔달구 우만1동(4111571000)","19,870","66","66"
"경기도 수원시 팔달구 우만2동(4111572000)","16,875","83","83"
"경기도 수원시 팔달구 인계동(4111573000)","39,668","170","170"
"경기도 수원시 팔달구 행궁동(4111574000)","10,314","28","28"
"경기도 수원시 영통구 (4111700000)","361,581","2,366","2,366"
"경기도 수원시 영통구 매탄1동(4111751000)","17,294","56","56"
"경기도 수원시 영통구 매탄2동(4111752000)","14,572","58","58"
"경기도 수원시 영통구 매탄3동(4111753000)","35,600","142","142"
"경기도 수원시 영통구 매탄4동(4111754000)","21,202","106","106"
"경기도 수원시 영통구 원천동(4111755000)","39,781","285","285"
"경기도 수원시 영통구 영통1동(4111757000)","34,258","232","232"
"경기도 수원시 영통구 영통2동(4111758000)","26,184","319","319"
"경기도 수원시 영통구 영통3동(4111758500)","32,205","152","152"
"경기도 수원시 영통구 망포1동(4111759300)","30,762","194","194"
"경기도 수원시 영통구 망포2동(4111759600)","27,637","231","231"
"경기도 수원시 영통구 광교1동(4111760000)","52,878","308","308"
"경기도 수원시 영통구 광교2동(4111761000)","29,208","283","283"
"경기도 성남시 (4113000000)","927,340","4,800","4,800"
"경기도 성남시 수정구 (4113100000)","234,748","1,224","1,224"
"경기도 성남시 수정구 신흥1동(4113151000)","13,373","27","27"
"경기도 성남시 수정구 신흥2동(4113152000)","20,168","174","174"
"경기도 성남시 수정구 신흥3동(4113153000)","11,258","38","38"
"경기도 성남시 수정구 태평1동(4113154000)","15,370","56","56"
"경기도 성남시 수정구 태평2동(4113155000)","15,273","66","66"
"경기도 성남시 수정구 태평3동(4113156000)","13,222","49","49"
"경기도 성남시 수정구 태평4동(4113156100)","13,094","44","44"
"경기도 성남시 수정구 수진1동(4113157000)","12,258","26","26"
"경기도 성남시 수정구 수진2동(4113158000)","15,770","48","48"
"경기도 성남시 수정구 단대동(4113159000)","15,449","83","83"
"경기도 성남시 수정구 산성동(4113160000)","5,161","14","14"
"경기도 성남시 수정구 양지동(4113161000)","9,830","22","22"
"경기도 성남시 수정구 복정동(4113162000)","10,902","77","77"
"경기도 성남시 수정구 위례동(4113162500)","45,232","309","309"
"경기도 성남시 수정구 신촌동(4113163000)","4,653","40","40"
"경기도 성남시 수정구 고등동(4113164000)","10,598","143","143"
"경기도 성남시 수정구 시흥동(4113165000)","3,137","8","8"
"경기도 성남시 중원구 (4113300000)","208,356","936","936"
"경기도 성남시 중원구 성남동(4113351000)","33,720","147","147"
"경기도 성남시 중원구 중앙동(4113352500)","11,600","60","60"
"경기도 성남시 중원구 금광1동(4113353000)","6,601","40","40"
"경기도 성남시 중원구 금광2동(4113354000)","25,676","126","126"
"경기도 성남시 중원구 은행1동(4113355000)","10,209","38","38"
"경기도 성남시 중원구 은행2동(4113356000)","23,530","80","80"
"경기도 성남시 중원구 상대원1동(4113357000)","25,047","135","135"
"경기도 성남시 중원구 상대원2동(4113358000)","12,401","28","28"
"경기도 성남시 중원구 상대원3동(4113359000)","12,179","41","41"
"경기도 성남시 중원구 하대원동(4113366000)","20,274","91","91"
"경기도 성남시 중원구 도촌동(4113367000)","27,119","150","150"
"경기도 성남시 분당구 (4113500000)","484,236","2,640","2,640"
"경기도 성남시 분당구 분당동(4113551000)","25,637","103","103"
"경기도 성남시 분당구 수내1동(4113552000)","17,904","62","62"
"경기도 성남시 분당구 수내2동(4113553000)","10,379","23","23"
"경기도 성남시 분당구 수내3동(4113554000)","13,667","31","31"
"경기도 성남시 분당구 정자동(4113554500)","19,169","125","125"
"경기도 성남시 분당구 정자1동(4113555000)","30,308","119","119"
"경기도 성남시 분당구 정자2동(4113556000)","15,113","129","129"
"경기도 성남시 분당구 정자3동(4113557000)","17,050","92","92"
"경기도 성남시 분당구 서현1동(4113558000)","31,562","120","120"
"경기도 성남시 분당구 서현2동(4113559000)","18,025","72","72"
"경기도 성남시 분당구 이매1동(4113560000)","25,076","132","132"
"경기도 성남시 분당구 이매2동(4113561000)","13,281","48","48"
"경기도 성남시 분당구 야탑1동(4113562000)","17,154","106","106"
"경기도 성남시 분당구 야탑2동(4113563000)","16,278","67","67"
"경기도 성남시 분당구 야탑3동(4113564000)","27,908","238","238"
"경기도 성남시 분당구 판교동(4113565000)","26,497","201","201"
"경기도 성남시 분당구 삼평동(4113565500)","24,457","139","139"
"경기도 성남시 분당구 백현동(4113565700)","26,821","105","105"
"경기도 성남시 분당구 금곡동(4113566200)","27,684","173","173"
"경기도 성남시 분당구 구미1동(4113566500)","16,945","111","111"
"경기도 성남시 분당구 구미동(4113567000)","30,354","150","150"
"경기도 성남시 분당구 운중동(4113568000)","32,967","294","294"
"경기도 의정부시 (4115000000)","464,397","2,200","2,200"
"경기도 의정부시 의정부1동(4115051000)","32,668","106","106"
"경기도 의정부시 의정부2동(4115052000)","31,145","125","125"
"경기도 의정부시 호원1동(4115054500)","35,837","140","140"
"경기도 의정부시 호원2동(4115055500)","34,393","131","131"
"경기도 의정부시 장암동(4115056100)","19,935","70","70"
"경기도 의정부시 신곡1동(4115056700)","41,714","166","166"
"경기도 의정부시 신곡2동(4115056800)","47,140","191","191"
"경기도 의정부시 송산1동(4115057300)","47,982","357","357"
"경기도 의정부시 송산2동(4115057600)","33,087","145","145"
"경기도 의정부시 송산3동(4115057800)","46,716","378","378"
"경기도 의정부시 자금동(4115058000)","27,118","111","111"
"경기도 의정부시 가능동(4115059500)","25,722","100","100"
"경기도 의정부시 흥선동(4115061500)","19,554","105","105"
"경기도 의정부시 녹양동(4115062000)","21,386","75","75"
"경기도 안양시 (4117000000)","549,917","3,113","3,113"
"경기도 안양시 만안구 (4117100000)","235,229","1,249","1,249"
"경기도 안양시 만안구 안양1동(4117151000)","12,272","80","80"
"경기도 안양시 만안구 안양2동(4117152000)","20,794","96","96"
"경기도 안양시 만안구 안양3동(4117153000)","16,333","69","69"
"경기도 안양시 만안구 안양4동(4117154000)","6,901","22","22"
"경기도 안양시 만안구 안양5동(4117155000)","10,222","37","37"
"경기도 안양시 만안구 안양6동(4117156000)","26,627","251","251"
"경기도 안양시 만안구 안양7동(4117157000)","15,237","114","114"
"경기도 안양시 만안구 안양8동(4117158000)","9,943","25","25"
"경기도 안양시 만안구 안양9동(4117158100)","17,060","75","75"
"경기도 안양시 만안구 석수1동(4117159000)","19,198","98","98"
"경기도 안양시 만안구 석수2동(4117160000)","30,965","163","163"
"경기도 안양시 만안구 석수3동(4117161000)","12,946","46","46"
"경기도 안양시 만안구 박달1동(4117162100)","14,732","47","47"
"경기도 안양시 만안구 박달2동(4117163000)","21,999","126","126"
"경기도 안양시 동안구 (4117300000)","314,688","1,864","1,864"
"경기도 안양시 동안구 비산1동(4117351000)","27,172","225","225"
"경기도 안양시 동안구 비산2동(4117352000)","14,526","114","114"
"경기도 안양시 동안구 비산3동(4117353000)","11,998","40","40"
"경기도 안양시 동안구 부흥동(4117354000)","16,722","70","70"
"경기도 안양시 동안구 달안동(4117354600)","10,357","80","80"
"경기도 안양시 동안구 관양1동(4117355000)","35,156","136","136"
"경기도 안양시 동안구 관양2동(4117356000)","18,662","93","93"
"경기도 안양시 동안구 부림동(4117356600)","26,317","250","250"
"경기도 안양시 동안구 평촌동(4117357000)","14,326","83","83"
"경기도 안양시 동안구 평안동(4117357600)","23,169","134","134"
"경기도 안양시 동안구 귀인동(4117357800)","16,438","26","26"
"경기도 안양시 동안구 호계1동(4117358000)","18,077","201","201"
"경기도 안양시 동안구 호계2동(4117359000)","19,536","114","114"
"경기도 안양시 동안구 호계3동(4117360000)","23,196","152","152"
"경기도 안양시 동안구 범계동(4117361000)","15,511","75","75"
"경기도 안양시 동안구 신촌동(4117362000)","12,682","51","51"
"경기도 안양시 동안구 갈산동(4117363000)","10,843","20","20"
"경기도 부천시 (4119000000)","800,174","3,762","3,762"
"경기도 부천시 심곡동(4119060300)","62,907","221","221"
"경기도 부천시 부천동(4119060600)","88,781","340","340"
"경기도 부천시 중동(4119061000)","40,629","127","127"
"경기도 부천시 신중동(4119074200)","129,595","754","754"
"경기도 부천시 상동(4119074400)","84,354","525","525"
"경기도 부천시 대산동(4119074600)","80,343","354","354"
"경기도 부천시 소사본동(4119075000)","55,799","342","342"
"경기도 부천시 범안동(4119079500)","93,770","518","518"
"경기도 부천시 성곡동(4119080000)","81,863","256","256"
"경기도 부천시 오정동(4119083000)","82,133","325","325"
"경기도 광명시 (4121000000)","290,726","1,515","1,515"
"경기도 광명시 광명1동(4121051000)","144","0","0"
"경기도 광명시 광명2동(4121052000)","3,107","9","9"
"경기도 광명시 광명3동(4121054000)","9,837","21","21"
"경기도 광명시 광명4동(4121055000)","12,847","55","55"
"경기도 광명시 광명5동(4121056000)","12,320","42","42"
"경기도 광명시 광명6동(4121057000)","10,314","32","32"
"경기도 광명시 광명7동(4121058000)","21,187","133","133"
"경기도 광명시 철산1동(4121059000)","10,798","58","58"
"경기도 광명시 철산2동(4121060000)","5,706","13","13"
"경기도 광명시 철산3동(4121061000)","37,378","165","165"
"경기도 광명시 철산4동(4121062000)","12,749","94","94"
"경기도 광명시 하안1동(4121063100)","25,614","105","105"
"경기도 광명시 하안2동(4121063200)","13,621","116","116"
"경기도 광명시 하안3동(4121063300)","19,644","144","144"
"경기도 광명시 하안4동(4121063400)","12,179","90","90"
"경기도 광명시 소하1동(4121064000)","31,335","118","118"
"경기도 광명시 소하2동(4121065000)","28,149","108","108"
"경기도 광명시 일직동(4121065500)","21,720","212","212"
"경기도 광명시 학온동(4121066000)","2,077","0","0"
"경기도 평택시 (4122000000)","570,868","3,834","3,834"
"경기도 평택시 팽성읍(4122025000)","29,243","121","121"
"경기도 평택시 안중읍(4122025300)","43,689","231","231"
"경기도 평택시 포승읍(4122025600)","24,674","141","141"
"경기도 평택시 청북읍(4122025900)","27,206","195","195"
"경기도 평택시 진위면(4122031000)","11,448","42","42"
"경기도 평택시 서탄면(4122032000)","3,619","4","4"
"경기도 평택시 고덕면(4122033000)","13,412","125","125"
"경기도 평택시 오성면(4122034000)","6,634","19","19"
"경기도 평택시 현덕면(4122037000)","5,023","6","6"
"경기도 평택시 중앙동(4122051000)","44,568","160","160"
"경기도 평택시 서정동(4122052000)","25,242","73","73"
